lengthscale_multiplier,lengthscale_array,kernel,cov_regularizer,constant_mat_ratio,alpha,mae,mse,r2
0.1,ones,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
0.31622776601683794,ones,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
1.0,ones,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
3.1622776601683795,ones,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
0.1,lengthscales,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
0.31622776601683794,lengthscales,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
1.0,lengthscales,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
3.1622776601683795,lengthscales,linear,0.001,0.0,0.001,2.678110250931194,13.166538376422176,0.8426178765592685
0.1,ones,gaussian,0.001,0.0,0.001,2.174070545588933,7.88878552976176,0.9057038545328118
0.31622776601683794,ones,gaussian,0.001,0.0,0.001,2.128652128756482,7.949906260700914,0.9049732668759467
1.0,ones,gaussian,0.001,0.0,0.001,2.3222247373009317,9.8279035083863,0.882525210583045
3.1622776601683795,ones,gaussian,0.001,0.0,0.001,2.499376649485717,11.808905095774406,0.8588459239361533
0.1,lengthscales,gaussian,0.001,0.0,0.001,2.175199393190279,7.887607115972034,0.9057179403357173
0.31622776601683794,lengthscales,gaussian,0.001,0.0,0.001,2.1285540951068795,7.955904130267065,0.9049015732066272
1.0,lengthscales,gaussian,0.001,0.0,0.001,2.376528814304926,10.106359104419125,0.8791967781785128
3.1622776601683795,lengthscales,gaussian,0.001,0.0,0.001,2.482629027744314,11.730869391162479,0.8597786994725094
0.1,ones,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
0.31622776601683794,ones,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
1.0,ones,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
3.1622776601683795,ones,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
0.1,lengthscales,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
0.31622776601683794,lengthscales,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
1.0,lengthscales,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
3.1622776601683795,lengthscales,linear,0.1,0.0,0.001,2.5285370216139444,11.209514916667255,0.8660105481115046
0.1,ones,gaussian,0.1,0.0,0.001,2.206380574839236,8.521048958115882,0.898146290191794
0.31622776601683794,ones,gaussian,0.1,0.0,0.001,2.1260532300811628,8.261229475675343,0.901251961605853
1.0,ones,gaussian,0.1,0.0,0.001,1.9502348228339563,7.002178964618728,0.9163016304925565
3.1622776601683795,ones,gaussian,0.1,0.0,0.001,2.303123057178259,9.871834127859344,0.8820000995797523
0.1,lengthscales,gaussian,0.1,0.0,0.001,2.2074471787821985,8.516627602102707,0.898199139496444
0.31622776601683794,lengthscales,gaussian,0.1,0.0,0.001,2.1251898398100715,8.263427172758814,0.9012256921169571
1.0,lengthscales,gaussian,0.1,0.0,0.001,1.9749019029297203,7.002589002534429,0.9162967292317984
3.1622776601683795,lengthscales,gaussian,0.1,0.0,0.001,2.250479148000107,9.397041315477471,0.8876753878651582
0.1,ones,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
0.31622776601683794,ones,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
1.0,ones,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
3.1622776601683795,ones,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
0.1,lengthscales,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
0.31622776601683794,lengthscales,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
1.0,lengthscales,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
3.1622776601683795,lengthscales,linear,10.0,0.0,0.001,2.154586036758493,8.417927794095949,0.899378916968943
0.1,ones,gaussian,10.0,0.0,0.001,2.2613382042175645,9.268343590704099,0.8892137361103656
0.31622776601683794,ones,gaussian,10.0,0.0,0.001,2.168977116291941,8.899442246105952,0.893623283653778
1.0,ones,gaussian,10.0,0.0,0.001,1.8656965746221152,6.513542361125379,0.9221423962314361
3.1622776601683795,ones,gaussian,10.0,0.0,0.001,1.9387806171315787,7.261908909189248,0.9131970293415925
0.1,lengthscales,gaussian,10.0,0.0,0.001,2.262010219132865,9.260383117813602,0.8893088891484141
0.31622776601683794,lengthscales,gaussian,10.0,0.0,0.001,2.169598861369421,8.908281444285862,0.8935176270461491
1.0,lengthscales,gaussian,10.0,0.0,0.001,1.886599584758141,6.629683653873497,0.9207541373930627
3.1622776601683795,lengthscales,gaussian,10.0,0.0,0.001,1.9880384875184256,7.584417458713198,0.909342023652112
0.1,ones,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
0.31622776601683794,ones,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
1.0,ones,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
3.1622776601683795,ones,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
0.1,lengthscales,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
0.31622776601683794,lengthscales,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
1.0,lengthscales,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
3.1622776601683795,lengthscales,linear,1000.0,0.0,0.001,6.109921373354401,52.88214140618453,0.3678897620120001
0.1,ones,gaussian,1000.0,0.0,0.001,2.4638068179812453,11.684398471320394,0.8603341751665678
0.31622776601683794,ones,gaussian,1000.0,0.0,0.001,2.4556162229299967,11.586289747605662,0.8615068872967306
1.0,ones,gaussian,1000.0,0.0,0.001,2.7036071123081276,12.162581676736496,0.8546183608719885
3.1622776601683795,ones,gaussian,1000.0,0.0,0.001,3.292926973207236,18.83904241509696,0.7748133629270866
0.1,lengthscales,gaussian,1000.0,0.0,0.001,2.4600805541304354,11.66869460071426,0.8605218865020436
0.31622776601683794,lengthscales,gaussian,1000.0,0.0,0.001,2.461880892475567,11.585390651582717,0.8615176343615417
1.0,lengthscales,gaussian,1000.0,0.0,0.001,2.692018119569531,12.004403749521524,0.8565090915526604
3.1622776601683795,lengthscales,gaussian,1000.0,0.0,0.001,3.364569600154033,21.17317066165323,0.7469130865352411
0.1,ones,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
0.31622776601683794,ones,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
1.0,ones,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
3.1622776601683795,ones,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
0.1,lengthscales,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
0.31622776601683794,lengthscales,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
1.0,lengthscales,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
3.1622776601683795,lengthscales,linear,0.001,0.3333333333333333,0.001,2.68840848337971,13.28486607199472,0.8412034832344136
0.1,ones,gaussian,0.001,0.3333333333333333,0.001,2.177574090954075,7.880740142363938,0.9058000225700265
0.31622776601683794,ones,gaussian,0.001,0.3333333333333333,0.001,2.1415558473806424,8.017578350160488,0.9041643695916088
1.0,ones,gaussian,0.001,0.3333333333333333,0.001,2.389269380373701,10.469239143424502,0.8748592044396786
3.1622776601683795,ones,gaussian,0.001,0.3333333333333333,0.001,2.597220811783494,12.588798624988426,0.8495237090778284
0.1,lengthscales,gaussian,0.001,0.3333333333333333,0.001,2.178704442196003,7.879036504961576,0.905820386470111
0.31622776601683794,lengthscales,gaussian,0.001,0.3333333333333333,0.001,2.1419495031967215,8.030230684667591,0.904013133844271
1.0,lengthscales,gaussian,0.001,0.3333333333333333,0.001,2.4276576495706466,10.590969525721075,0.873404138156851
3.1622776601683795,lengthscales,gaussian,0.001,0.3333333333333333,0.001,2.591935570763962,12.585658181640268,0.8495612473911305
0.1,ones,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
0.31622776601683794,ones,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
1.0,ones,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
3.1622776601683795,ones,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
0.1,lengthscales,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
0.31622776601683794,lengthscales,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
1.0,lengthscales,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
3.1622776601683795,lengthscales,linear,0.1,0.3333333333333333,0.001,2.530163755909535,11.246539030704517,0.8655679918739342
0.1,ones,gaussian,0.1,0.3333333333333333,0.001,2.215207556838127,8.61621558455664,0.8970087455067949
0.31622776601683794,ones,gaussian,0.1,0.3333333333333333,0.001,2.1345327933565463,8.348155476885205,0.9002129186728132
1.0,ones,gaussian,0.1,0.3333333333333333,0.001,2.0099808298338306,7.564157678502091,0.9095841926367692
3.1622776601683795,ones,gaussian,0.1,0.3333333333333333,0.001,2.373249264982183,10.226800686034975,0.8777571171739768
0.1,lengthscales,gaussian,0.1,0.3333333333333333,0.001,2.2162712058786513,8.611619595498842,0.897063682233256
0.31622776601683794,lengthscales,gaussian,0.1,0.3333333333333333,0.001,2.132899119238672,8.351673763793173,0.9001708639239779
1.0,lengthscales,gaussian,0.1,0.3333333333333333,0.001,2.0294969359737522,7.454254373736966,0.9108978876249723
3.1622776601683795,lengthscales,gaussian,0.1,0.3333333333333333,0.001,2.3358448012713717,9.955909856444984,0.8809951264944705
0.1,ones,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
0.31622776601683794,ones,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
1.0,ones,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
3.1622776601683795,ones,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
0.1,lengthscales,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
0.31622776601683794,lengthscales,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
1.0,lengthscales,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
3.1622776601683795,lengthscales,linear,10.0,0.3333333333333333,0.001,2.1546134648996995,8.418832547360159,0.8993681022820572
0.1,ones,gaussian,10.0,0.3333333333333333,0.001,2.2581814992040083,9.22338718394188,0.889751108543136
0.31622776601683794,ones,gaussian,10.0,0.3333333333333333,0.001,2.166734758505672,8.863528563431395,0.8940525666952508
1.0,ones,gaussian,10.0,0.3333333333333333,0.001,1.868543748758665,6.588158226887153,0.9212504986756604
3.1622776601683795,ones,gaussian,10.0,0.3333333333333333,0.001,1.9549098683390405,7.439719979099041,0.9110716199930136
0.1,lengthscales,gaussian,10.0,0.3333333333333333,0.001,2.2589672238667498,9.215041316071993,0.889850868280264
0.31622776601683794,lengthscales,gaussian,10.0,0.3333333333333333,0.001,2.1674180855011973,8.876350371783595,0.8938993051949894
1.0,lengthscales,gaussian,10.0,0.3333333333333333,0.001,1.8742111378088893,6.688291370396192,0.9200535882728117
3.1622776601683795,lengthscales,gaussian,10.0,0.3333333333333333,0.001,2.0029063345038045,7.861755496641481,0.9060269496309706
0.1,ones,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
0.31622776601683794,ones,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
1.0,ones,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
3.1622776601683795,ones,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
0.1,lengthscales,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
0.31622776601683794,lengthscales,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
1.0,lengthscales,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
3.1622776601683795,lengthscales,linear,1000.0,0.3333333333333333,0.001,6.109918853586761,52.88211851678527,0.36789003561331857
0.1,ones,gaussian,1000.0,0.3333333333333333,0.001,2.4527675858692355,11.495673846453025,0.8625900363016685
0.31622776601683794,ones,gaussian,1000.0,0.3333333333333333,0.001,2.4444222912696763,11.436267775551544,0.8633001283028043
1.0,ones,gaussian,1000.0,0.3333333333333333,0.001,2.6876545781693504,12.077709076894877,0.8556328591101077
3.1622776601683795,ones,gaussian,1000.0,0.3333333333333333,0.001,3.2823830941625696,19.67770108353732,0.7647887172451601
0.1,lengthscales,gaussian,1000.0,0.3333333333333333,0.001,2.449103210378007,11.480214288564738,0.8627748273210203
0.31622776601683794,lengthscales,gaussian,1000.0,0.3333333333333333,0.001,2.4495916412669283,11.435702892062821,0.8633068804619832
1.0,lengthscales,gaussian,1000.0,0.3333333333333333,0.001,2.649770854959046,11.828463877025605,0.8586121341246461
3.1622776601683795,lengthscales,gaussian,1000.0,0.3333333333333333,0.001,3.4053246836279984,23.399978057581894,0.7202956365688657
0.1,ones,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
0.31622776601683794,ones,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
1.0,ones,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
3.1622776601683795,ones,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
0.1,lengthscales,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
0.31622776601683794,lengthscales,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
1.0,lengthscales,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
3.1622776601683795,lengthscales,linear,0.001,0.6666666666666666,0.001,2.689214903129076,13.29397124078291,0.8410946474298002
0.1,ones,gaussian,0.001,0.6666666666666666,0.001,2.189848431243139,7.9626926570610435,0.9048204286619241
0.31622776601683794,ones,gaussian,0.001,0.6666666666666666,0.001,2.170790821713636,8.229190294675844,0.9016349319960075
1.0,ones,gaussian,0.001,0.6666666666666666,0.001,2.474317783053417,11.55749054605751,0.8618511295997161
3.1622776601683795,ones,gaussian,0.001,0.6666666666666666,0.001,2.647561652796342,13.24795462363515,0.8416446927578298
0.1,lengthscales,gaussian,0.001,0.6666666666666666,0.001,2.19098514593045,7.960681806317693,0.9048444647411777
0.31622776601683794,lengthscales,gaussian,0.001,0.6666666666666666,0.001,2.17375862876464,8.269014852943116,0.9011589015188992
1.0,lengthscales,gaussian,0.001,0.6666666666666666,0.001,2.4610219629855097,11.207023546774275,0.8660403279270357
3.1622776601683795,lengthscales,gaussian,0.001,0.6666666666666666,0.001,2.6346544101980585,13.23968783314112,0.8417435072681282
0.1,ones,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
0.31622776601683794,ones,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
1.0,ones,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
3.1622776601683795,ones,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
0.1,lengthscales,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
0.31622776601683794,lengthscales,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
1.0,lengthscales,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
3.1622776601683795,lengthscales,linear,0.1,0.6666666666666666,0.001,2.530265341611076,11.249125871462391,0.8655370708770982
0.1,ones,gaussian,0.1,0.6666666666666666,0.001,2.218334920165608,8.645628054258143,0.8966571726935831
0.31622776601683794,ones,gaussian,0.1,0.6666666666666666,0.001,2.1394336508057634,8.384425716970528,0.8997793736331727
1.0,ones,gaussian,0.1,0.6666666666666666,0.001,2.0654512185309817,8.15806139141948,0.9024851492294561
3.1622776601683795,ones,gaussian,0.1,0.6666666666666666,0.001,2.4211118303885506,10.431760347205762,0.8753071955793597
