lengthscale_multiplier,lengthscale_array,kernel,cov_regularizer,constant_mat_ratio,alpha,mae,mse,r2
0.1,lengthscales,gaussian,0.1,0.6666666666666666,0.001,2.219402819925104,8.640966610784405,0.8967128918090577
0.31622776601683794,lengthscales,gaussian,0.1,0.6666666666666666,0.001,2.1377596625611894,8.388741831907032,0.8997277822950167
1.0,lengthscales,gaussian,0.1,0.6666666666666666,0.001,2.081981588481597,7.967726909503829,0.904760253290332
3.1622776601683795,lengthscales,gaussian,0.1,0.6666666666666666,0.001,2.3993143730867836,10.571628815457151,0.873635321324603
0.1,ones,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
0.31622776601683794,ones,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
1.0,ones,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
3.1622776601683795,ones,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
0.1,lengthscales,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
0.31622776601683794,lengthscales,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
1.0,lengthscales,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
3.1622776601683795,lengthscales,linear,10.0,0.6666666666666666,0.001,2.1546158257071113,8.418890391512353,0.8993674108599657
0.1,ones,gaussian,10.0,0.6666666666666666,0.001,2.2551880558642443,9.183663204541283,0.8902259367820281
0.31622776601683794,ones,gaussian,10.0,0.6666666666666666,0.001,2.164426146516665,8.82912329998743,0.8944638193163683
1.0,ones,gaussian,10.0,0.6666666666666666,0.001,1.8883571656111113,6.750871440746585,0.9193055568559548
3.1622776601683795,ones,gaussian,10.0,0.6666666666666666,0.001,1.9996864571283732,7.765780186396299,0.907174160666433
0.1,lengthscales,gaussian,10.0,0.6666666666666666,0.001,2.2560258874615373,9.175243693102468,0.890326576794664
0.31622776601683794,lengthscales,gaussian,10.0,0.6666666666666666,0.001,2.1651026987328836,8.842312048746782,0.8943061717080197
1.0,lengthscales,gaussian,10.0,0.6666666666666666,0.001,1.8985798619016747,6.887278612507814,0.9176750561327905
3.1622776601683795,lengthscales,gaussian,10.0,0.6666666666666666,0.001,2.0309731423104496,8.243820114329356,0.9014600589947069
0.1,ones,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
0.31622776601683794,ones,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
1.0,ones,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
3.1622776601683795,ones,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
0.1,lengthscales,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
0.31622776601683794,lengthscales,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
1.0,lengthscales,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
3.1622776601683795,lengthscales,linear,1000.0,0.6666666666666666,0.001,6.109918678324955,52.88211702824107,0.36789005340616887
0.1,ones,gaussian,1000.0,0.6666666666666666,0.001,2.4512815819771183,11.463528212655856,0.8629742791422473
0.31622776601683794,ones,gaussian,1000.0,0.6666666666666666,0.001,2.443098574858053,11.410855670765104,0.8636038839975853
1.0,ones,gaussian,1000.0,0.6666666666666666,0.001,2.702430527495599,12.021327388981895,0.8563068000893713
3.1622776601683795,ones,gaussian,1000.0,0.6666666666666666,0.001,3.3026199267702054,21.01340913821292,0.748822746241105
0.1,lengthscales,gaussian,1000.0,0.6666666666666666,0.001,2.447627872096571,11.448100178089442,0.8631586933573707
0.31622776601683794,lengthscales,gaussian,1000.0,0.6666666666666666,0.001,2.448094673032695,11.409690037291675,0.8636178170349529
1.0,lengthscales,gaussian,1000.0,0.6666666666666666,0.001,2.6435796984770774,11.825534473440097,0.8586471498397508
3.1622776601683795,lengthscales,gaussian,1000.0,0.6666666666666666,0.001,3.4810956887996483,26.035985194804685,0.6887869447016128
0.1,ones,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
0.31622776601683794,ones,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
1.0,ones,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
3.1622776601683795,ones,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
0.1,lengthscales,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
0.31622776601683794,lengthscales,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
1.0,lengthscales,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
3.1622776601683795,lengthscales,linear,0.001,1.0,0.001,2.689429667666351,13.296350177228387,0.841066211552532
0.1,ones,gaussian,0.001,1.0,0.001,2.251876356958892,8.453267768156717,0.8989564915750381
0.31622776601683794,ones,gaussian,0.001,1.0,0.001,2.245532830272313,8.825047252725879,0.8945125410802008
1.0,ones,gaussian,0.001,1.0,0.001,2.5427583105444564,12.758198400703824,0.8474988415196086
3.1622776601683795,ones,gaussian,0.001,1.0,0.001,2.6671376446215596,13.926309257593907,0.8335361915188504
0.1,lengthscales,gaussian,0.001,1.0,0.001,2.253173486461086,8.451792283427029,0.898974128323075
0.31622776601683794,lengthscales,gaussian,0.001,1.0,0.001,2.251041317192983,8.90300801624704,0.8935806613288766
1.0,lengthscales,gaussian,0.001,1.0,0.001,2.482113956168871,11.737671626377846,0.8596973910684527
3.1622776601683795,lengthscales,gaussian,0.001,1.0,0.001,2.6580338744750938,13.793255736146614,0.8351266054255262
0.1,ones,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
0.31622776601683794,ones,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
1.0,ones,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
3.1622776601683795,ones,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
0.1,lengthscales,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
0.31622776601683794,lengthscales,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
1.0,lengthscales,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
3.1622776601683795,lengthscales,linear,0.1,1.0,0.001,2.5302872825436085,11.249751105667698,0.8655295973343897
0.1,ones,gaussian,0.1,1.0,0.001,2.2153999712318972,8.559843802198309,0.8976825680830902
0.31622776601683794,ones,gaussian,0.1,1.0,0.001,2.143219273947582,8.346282144279922,0.9002353109717531
1.0,ones,gaussian,0.1,1.0,0.001,2.1495670772487903,9.192473652585191,0.8901206238302125
3.1622776601683795,ones,gaussian,0.1,1.0,0.001,2.4406259595412325,10.634862040675088,0.8728794826240811
0.1,lengthscales,gaussian,0.1,1.0,0.001,2.2159477548537523,8.555338790442585,0.897736417340653
0.31622776601683794,lengthscales,gaussian,0.1,1.0,0.001,2.1405369883954553,8.350444582007363,0.9001855565663426
1.0,lengthscales,gaussian,0.1,1.0,0.001,2.1586094813749983,8.825244946697197,0.8945101780067712
3.1622776601683795,lengthscales,gaussian,0.1,1.0,0.001,2.460816562997911,11.207082279428837,0.8660396258845074
0.1,ones,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
0.31622776601683794,ones,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
1.0,ones,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
3.1622776601683795,ones,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
0.1,lengthscales,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
0.31622776601683794,lengthscales,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
1.0,lengthscales,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
3.1622776601683795,lengthscales,linear,10.0,1.0,0.001,2.154616630738852,8.418905889847817,0.8993672256054307
0.1,ones,gaussian,10.0,1.0,0.001,2.2498390052697146,9.097040368407454,0.8912613559255756
0.31622776601683794,ones,gaussian,10.0,1.0,0.001,2.1620342766156053,8.762057044769788,0.8952654749494292
1.0,ones,gaussian,10.0,1.0,0.001,1.9757363781547947,7.317149892214501,0.9125367234235969
3.1622776601683795,ones,gaussian,10.0,1.0,0.001,2.092866448660279,8.409732857916733,0.8994768725910264
0.1,lengthscales,gaussian,10.0,1.0,0.001,2.250710611244504,9.088840118234689,0.8913593750668289
0.31622776601683794,lengthscales,gaussian,10.0,1.0,0.001,2.161979139819187,8.77298464943511,0.8951348552240935
1.0,lengthscales,gaussian,10.0,1.0,0.001,2.0034234953845345,7.506420629680028,0.9102743345013226
3.1622776601683795,lengthscales,gaussian,10.0,1.0,0.001,2.0892605359838035,8.766051688551174,0.8952177262167912
0.1,ones,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
0.31622776601683794,ones,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
1.0,ones,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
3.1622776601683795,ones,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
0.1,lengthscales,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
0.31622776601683794,lengthscales,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
1.0,lengthscales,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
3.1622776601683795,lengthscales,linear,1000.0,1.0,0.001,6.109918591687638,52.88211576889265,0.36789006845939876
0.1,ones,gaussian,1000.0,1.0,0.001,2.4501246325265145,11.399625209925057,0.8637381238200574
0.31622776601683794,ones,gaussian,1000.0,1.0,0.001,2.443466017150157,11.36958327524863,0.864097220747167
1.0,ones,gaussian,1000.0,1.0,0.001,2.6778049096345176,11.913746470682238,0.8575927351529127
3.1622776601683795,ones,gaussian,1000.0,1.0,0.001,3.454457770348908,24.398290044122966,0.708362624579965
